XLSTAT 2019.4.2.12345 - ANOVA - Start time: 2020-12-03 at 09:32:26 / End time: 2020-12-03 at 09:32:45 / Microsoft Excel 16.431108,,,,,,,,,,,
Y / Dependent variables: Workbook = frogs.csv / Sheet = frogs / Range = frogs!$A:$A / 3272 rows and 1 column,,,,,,,,,,,
X / Qualitative: Workbook = frogs.csv / Sheet = frogs / Range = 'frogs'!$E:$E / 3272 rows and 1 column,,,,,,,,,,,
Constraints: an=0,,,,,,,,,,,
Confidence interval (%): 95,,,,,,,,,,,
Tolerance: 0.0001,,,,,,,,,,,
Use least squares means: Yes,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Summary statistics (Quantitative data):,,,,,,,,,,,
,,,,,,,,,,,
Variable,Observations,Obs. with missing data,Obs. without missing data,Minimum,Maximum,Mean,Std. deviation,,,,
distance,3272,0,3272,0,220,124,52,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Summary statistics (Qualitative data):,,,,,,,,,,,
,,,,,,,,,,,
Variable,Categories,Counts,Frequencies,%,,,,,,,
Obs106,1,165,136,29,1,1,134,138,47,43,228
Obs107,1,143,136,7,0,1,134,138,47,43,228
Obs108,1,0,136,-136,-3,1,134,138,47,43,228
Obs109,1,41,80,-38,-1,2,76,84,47,-13,172
Obs110,1,0,80,-80,-2,2,76,84,47,-13,172
Obs111,1,0,80,-80,-2,2,76,84,47,-13,172
Obs112,1,183,136,47,1,1,134,138,47,43,228
Obs113,1,169,136,33,1,1,134,138,47,43,228
Obs114,1,139,136,3,0,1,134,138,47,43,228
Obs115,1,110,136,-26,-1,1,134,138,47,43,228
Obs116,1,71,80,-9,0,2,76,84,47,-13,172
Obs117,1,88,80,8,0,2,76,84,47,-13,172
Obs118,1,83,80,3,0,2,76,84,47,-13,172
Obs119,1,114,136,-22,0,1,134,138,47,43,228
Obs120,1,118,136,-17,0,1,134,138,47,43,228
Obs121,1,109,136,-27,-1,1,134,138,47,43,228
Obs122,1,143,136,7,0,1,134,138,47,43,228
Obs123,1,75,80,-4,0,2,76,84,47,-13,172
Obs124,1,67,80,-13,0,2,76,84,47,-13,172
Obs125,1,100,80,21,0,2,76,84,47,-13,172
Obs126,1,71,80,-9,0,2,76,84,47,-13,172
Obs127,1,81,80,1,0,2,76,84,47,-13,172
Obs128,1,77,80,-3,0,2,76,84,47,-13,172
Obs129,1,144,136,8,0,1,134,138,47,43,228
Obs130,1,148,136,13,0,1,134,138,47,43,228
Obs131,1,78,136,-58,-1,1,134,138,47,43,228
Obs132,1,216,136,80,2,1,134,138,47,43,228
Obs133,1,189,136,53,1,1,134,138,47,43,228
Obs134,1,187,136,52,1,1,134,138,47,43,228
Obs135,1,159,136,23,0,1,134,138,47,43,228
Obs136,1,96,80,17,0,2,76,84,47,-13,172
Obs137,1,104,80,24,1,2,76,84,47,-13,172
Obs138,1,57,80,-22,0,2,76,84,47,-13,172
Obs139,1,102,80,23,0,2,76,84,47,-13,172
Obs140,1,61,80,-19,0,2,76,84,47,-13,172
Obs141,1,103,80,23,0,2,76,84,47,-13,172
Obs142,1,116,80,36,1,2,76,84,47,-13,172
Obs143,1,167,136,31,1,1,134,138,47,43,228
Obs144,1,173,136,37,1,1,134,138,47,43,228
Obs145,1,159,136,24,0,1,134,138,47,43,228
Obs146,1,41,136,-95,-2,1,134,138,47,43,228
Obs147,1,53,136,-83,-2,1,134,138,47,43,228
Obs148,1,74,136,-61,-1,1,134,138,47,43,228
Obs149,1,66,136,-70,-1,1,134,138,47,43,228
Obs150,1,40,80,-40,-1,2,76,84,47,-13,172
Obs151,1,50,80,-30,-1,2,76,84,47,-13,172
Obs152,1,36,80,-44,-1,2,76,84,47,-13,172
Obs153,1,116,136,-20,0,1,134,138,47,43,228
Obs154,1,120,136,-16,0,1,134,138,47,43,228
Obs155,1,165,136,30,1,1,134,138,47,43,228
Obs156,1,120,136,-16,0,1,134,138,47,43,228
Obs157,1,95,136,-41,-1,1,134,138,47,43,228
Obs158,1,44,136,-92,-2,1,134,138,47,43,228
Obs159,1,0,136,-136,-3,1,134,138,47,43,228
Obs160,1,0,136,-136,-3,1,134,138,47,43,228
Obs161,1,73,80,-7,0,2,76,84,47,-13,172
Obs162,1,41,80,-39,-1,2,76,84,47,-13,172
Obs163,1,49,80,-30,-1,2,76,84,47,-13,172
Obs164,1,71,80,-8,0,2,76,84,47,-13,172
Obs165,1,183,136,48,1,1,134,138,47,43,228
Obs166,1,183,136,47,1,1,134,138,47,43,228
Obs167,1,203,136,67,1,1,134,138,47,43,228
Obs168,1,180,136,44,1,1,134,138,47,43,228
Obs169,1,163,136,27,1,1,134,138,47,43,228
Obs170,1,30,136,-106,-2,1,134,138,47,43,228
Obs171,1,45,136,-91,-2,1,134,138,47,43,228
Obs172,1,86,136,-50,-1,1,134,138,47,43,228
Obs173,1,38,80,-42,-1,2,76,84,47,-13,172
Obs174,1,54,80,-25,-1,2,76,84,47,-13,172
Obs175,1,69,80,-10,0,2,76,84,47,-13,172
Obs176,1,67,80,-13,0,2,76,84,47,-13,172
Obs177,1,68,136,-67,-1,1,134,138,47,43,228
Obs178,1,115,136,-21,0,1,134,138,47,43,228
Obs179,1,44,136,-92,-2,1,134,138,47,43,228
Obs180,1,39,136,-97,-2,1,134,138,47,43,228
Obs181,1,48,136,-88,-2,1,134,138,47,43,228
Obs182,1,0,136,-136,-3,1,134,138,47,43,228
Obs183,1,42,80,-37,-1,2,76,84,47,-13,172
Obs184,1,30,80,-50,-1,2,76,84,47,-13,172
Obs185,1,0,80,-80,-2,2,76,84,47,-13,172
Obs186,1,169,136,33,1,1,134,138,47,43,228
Obs187,1,153,136,17,0,1,134,138,47,43,228
Obs188,1,162,136,26,1,1,134,138,47,43,228
Obs189,1,154,136,18,0,1,134,138,47,43,228
Obs190,1,97,136,-39,-1,1,134,138,47,43,228
Obs191,1,103,136,-33,-1,1,134,138,47,43,228
Obs192,1,134,136,-2,0,1,134,138,47,43,228
Obs193,1,108,136,-28,-1,1,134,138,47,43,228
Obs194,1,111,80,31,1,2,76,84,47,-13,172
Obs195,1,119,80,39,1,2,76,84,47,-13,172
Obs196,1,70,80,-9,0,2,76,84,47,-13,172
Obs197,1,152,136,16,0,1,134,138,47,43,228
Obs198,1,152,136,16,0,1,134,138,47,43,228
Obs199,1,143,136,7,0,1,134,138,47,43,228
Obs200,1,110,136,-26,-1,1,134,138,47,43,228
Obs201,1,90,136,-46,-1,1,134,138,47,43,228
Obs202,1,94,136,-42,-1,1,134,138,47,43,228
Obs203,1,139,136,3,0,1,134,138,47,43,228
Obs204,1,0,136,-136,-3,1,134,138,47,43,228
Obs205,1,84,80,4,0,2,76,84,47,-13,172
Obs206,1,91,80,11,0,2,76,84,47,-13,172
Obs207,1,86,80,7,0,2,76,84,47,-13,172
Obs208,1,46,80,-34,-1,2,76,84,47,-13,172
Obs209,1,50,80,-30,-1,2,76,84,47,-13,172
Obs210,1,49,80,-31,-1,2,76,84,47,-13,172
Obs211,1,53,80,-27,-1,2,76,84,47,-13,172
Obs212,1,144,136,9,0,1,134,138,47,43,228
Obs213,1,173,136,37,1,1,134,138,47,43,228
Obs214,1,77,136,-59,-1,1,134,138,47,43,228
Obs215,1,130,136,-6,0,1,134,138,47,43,228
Obs216,1,159,136,23,0,1,134,138,47,43,228
Obs217,1,162,136,26,1,1,134,138,47,43,228
Obs218,1,75,136,-60,-1,1,134,138,47,43,228
Obs219,1,34,136,-102,-2,1,134,138,47,43,228
Obs220,1,0,136,-136,-3,1,134,138,47,43,228
Obs221,1,0,136,-136,-3,1,134,138,47,43,228
Obs222,1,79,136,-57,-1,1,134,138,47,43,228
Obs223,1,183,136,47,1,1,134,138,47,43,228
Obs224,1,164,136,28,1,1,134,138,47,43,228
Obs225,1,134,136,-2,0,1,134,138,47,43,228
Obs226,1,43,136,-92,-2,1,134,138,47,43,228
Obs227,1,75,136,-60,-1,1,134,138,47,43,228
Obs228,1,69,136,-67,-1,1,134,138,47,43,228
Obs229,1,39,80,-41,-1,2,76,84,47,-13,172
Obs230,1,23,80,-57,-1,2,76,84,47,-13,172
Obs231,1,14,80,-66,-1,2,76,84,47,-13,172
Obs232,1,166,136,30,1,1,134,138,47,43,228
Obs233,1,129,136,-6,0,1,134,138,47,43,228
Obs234,1,183,136,48,1,1,134,138,47,43,228
Obs235,1,151,136,15,0,1,134,138,47,43,228
Obs236,1,160,136,24,1,1,134,138,47,43,228
Obs237,1,181,136,45,1,1,134,138,47,43,228
Obs238,1,146,136,10,0,1,134,138,47,43,228
Obs239,1,132,136,-3,0,1,134,138,47,43,228
Obs240,1,125,136,-11,0,1,134,138,47,43,228
Obs241,1,21,80,-58,-1,2,76,84,47,-13,172
Obs242,1,0,80,-80,-2,2,76,84,47,-13,172
Obs243,1,0,80,-80,-2,2,76,84,47,-13,172
Obs244,1,126,136,-10,0,1,134,138,47,43,228
Obs245,1,133,136,-3,0,1,134,138,47,43,228
Obs246,1,84,136,-52,-1,1,134,138,47,43,228
Obs247,1,74,136,-61,-1,1,134,138,47,43,228
Obs248,1,124,136,-12,0,1,134,138,47,43,228
Obs249,1,39,136,-97,-2,1,134,138,47,43,228
Obs250,1,92,136,-44,-1,1,134,138,47,43,228
Obs251,1,65,136,-71,-2,1,134,138,47,43,228
Obs252,1,56,80,-23,0,2,76,84,47,-13,172
Obs253,1,83,80,4,0,2,76,84,47,-13,172
Obs254,1,97,80,17,0,2,76,84,47,-13,172
Obs255,1,97,80,17,0,2,76,84,47,-13,172
Obs256,1,120,136,-16,0,1,134,138,47,43,228
Obs257,1,122,136,-14,0,1,134,138,47,43,228
Obs258,1,56,136,-79,-2,1,134,138,47,43,228
Obs259,1,98,136,-38,-1,1,134,138,47,43,228
Obs260,1,154,136,18,0,1,134,138,47,43,228
Obs261,1,179,136,43,1,1,134,138,47,43,228
Obs262,1,118,136,-18,0,1,134,138,47,43,228
Obs263,1,124,136,-12,0,1,134,138,47,43,228
Obs264,1,76,80,-4,0,2,76,84,47,-13,172
Obs265,1,96,80,16,0,2,76,84,47,-13,172
Obs266,1,92,80,12,0,2,76,84,47,-13,172
Obs267,1,82,80,3,0,2,76,84,47,-13,172
Obs268,1,44,80,-35,-1,2,76,84,47,-13,172
Obs269,1,76,80,-3,0,2,76,84,47,-13,172
Obs270,1,147,136,11,0,1,134,138,47,43,228
Obs271,1,163,136,27,1,1,134,138,47,43,228
Obs272,1,105,136,-31,-1,1,134,138,47,43,228
Obs273,1,36,136,-100,-2,1,134,138,47,43,228
Obs274,1,127,136,-9,0,1,134,138,47,43,228
Obs275,1,157,136,21,0,1,134,138,47,43,228
Obs276,1,77,136,-59,-1,1,134,138,47,43,228
Obs277,1,158,136,22,0,1,134,138,47,43,228
Obs278,1,172,136,36,1,1,134,138,47,43,228
Obs279,1,169,136,33,1,1,134,138,47,43,228
Obs280,1,117,136,-19,0,1,134,138,47,43,228
Obs281,1,94,80,14,0,2,76,84,47,-13,172
Obs282,1,110,80,30,1,2,76,84,47,-13,172
Obs283,1,100,80,21,0,2,76,84,47,-13,172
Obs284,1,112,80,33,1,2,76,84,47,-13,172
Obs285,1,97,80,17,0,2,76,84,47,-13,172
Obs286,1,118,136,-18,0,1,134,138,47,43,228
Obs287,1,153,136,17,0,1,134,138,47,43,228
Obs288,1,171,136,35,1,1,134,138,47,43,228
Obs289,1,159,136,24,0,1,134,138,47,43,228
Obs290,1,131,136,-5,0,1,134,138,47,43,228
Obs291,1,144,136,8,0,1,134,138,47,43,228
Obs292,1,63,80,-17,0,2,76,84,47,-13,172
Obs293,1,98,80,19,0,2,76,84,47,-13,172
Obs294,1,71,80,-8,0,2,76,84,47,-13,172
Obs295,1,83,80,3,0,2,76,84,47,-13,172
Obs296,1,76,80,-4,0,2,76,84,47,-13,172
Obs297,1,61,80,-18,0,2,76,84,47,-13,172
Obs298,1,169,136,33,1,1,134,138,47,43,228
Obs299,1,148,136,13,0,1,134,138,47,43,228
Obs300,1,140,136,4,0,1,134,138,47,43,228
Obs301,1,52,136,-84,-2,1,134,138,47,43,228
Obs302,1,31,136,-105,-2,1,134,138,47,43,228
Obs303,1,0,136,-136,-3,1,134,138,47,43,228
Obs304,1,0,136,-136,-3,1,134,138,47,43,228
Obs305,1,142,136,6,0,1,134,138,47,43,228
Obs306,1,0,136,-136,-3,1,134,138,47,43,228
Obs307,1,0,136,-136,-3,1,134,138,47,43,228
Obs308,1,93,80,13,0,2,76,84,47,-13,172
Obs309,1,0,80,-80,-2,2,76,84,47,-13,172
Obs310,1,44,136,-92,-2,1,134,138,47,43,228
Obs311,1,156,136,20,0,1,134,138,47,43,228
Obs312,1,143,136,7,0,1,134,138,47,43,228
Obs313,1,92,136,-43,-1,1,134,138,47,43,228
Obs314,1,139,136,3,0,1,134,138,47,43,228
Obs315,1,112,136,-24,-1,1,134,138,47,43,228
Obs316,1,132,136,-4,0,1,134,138,47,43,228
Obs317,1,115,136,-21,0,1,134,138,47,43,228
Obs318,1,140,136,4,0,1,134,138,47,43,228
Obs319,1,143,136,7,0,1,134,138,47,43,228
Obs320,1,148,136,12,0,1,134,138,47,43,228
Obs321,1,104,80,24,1,2,76,84,47,-13,172
Obs322,1,104,80,24,1,2,76,84,47,-13,172
Obs323,1,118,80,38,1,2,76,84,47,-13,172
Obs324,1,119,80,39,1,2,76,84,47,-13,172
Obs325,1,107,80,27,1,2,76,84,47,-13,172
Obs326,1,103,80,24,1,2,76,84,47,-13,172
Obs327,1,186,136,50,1,1,134,138,47,43,228
Obs328,1,165,136,29,1,1,134,138,47,43,228
Obs329,1,115,136,-21,0,1,134,138,47,43,228
Obs330,1,135,136,-1,0,1,134,138,47,43,228
Obs331,1,152,136,16,0,1,134,138,47,43,228
Obs332,1,165,136,29,1,1,134,138,47,43,228
Obs333,1,113,136,-23,0,1,134,138,47,43,228
Obs334,1,125,136,-11,0,1,134,138,47,43,228
Obs335,1,166,136,30,1,1,134,138,47,43,228
Obs336,1,144,136,8,0,1,134,138,47,43,228
Obs337,1,138,136,2,0,1,134,138,47,43,228
Obs338,1,175,136,39,1,1,134,138,47,43,228
Obs339,1,89,136,-46,-1,1,134,138,47,43,228
Obs340,1,161,136,25,1,1,134,138,47,43,228
Obs341,1,137,136,1,0,1,134,138,47,43,228
Obs342,1,104,80,24,1,2,76,84,47,-13,172
Obs343,1,93,80,14,0,2,76,84,47,-13,172
Obs344,1,100,80,20,0,2,76,84,47,-13,172
Obs345,1,107,80,27,1,2,76,84,47,-13,172
Obs346,1,95,80,15,0,2,76,84,47,-13,172
Obs347,1,170,136,34,1,1,134,138,47,43,228
Obs348,1,157,136,21,0,1,134,138,47,43,228
Obs349,1,185,136,49,1,1,134,138,47,43,228
Obs350,1,170,136,34,1,1,134,138,47,43,228
Obs351,1,197,136,61,1,1,134,138,47,43,228
Obs352,1,178,136,43,1,1,134,138,47,43,228
